id;V25_R;V10;V40;V55;V11;V26_R;V41;V56_R;V12_R;V27;V42_R;V57;V4;V19;V49;V34;V5;V50;V20;V35;V6;V36;V21;V51;V13_R;V28_R;V43_R;V58_R;V14_R;V29_R;V44_R;V59_R;V30_R;V45_R;V60_R;V15_R;V8;V23;V38_R;V53;V9_R;V24;V39_R;V54_R;V7;V22;V37_R;V52_R;V2;V17;V32_R;V47;V3;V18_R;V33;V48;V1;V46_R;V31_R;V16
444;2;3;2;2;4;2;3;3;2;4;2;2;4;3;3;3;4;4;3;2;4;3;4;3;1;2;1;3;3;2;4;2;1;2;2;1;3;3;2;3;2;3;3;2;4;4;2;3;3;3;2;3;3;3;3;3;4;2;2;3
445;4;2;4;3;3;2;4;3;3;4;3;3;2;3;3;4;3;4;3;3;3;3;2;4;3;3;3;2;4;2;4;3;4;3;4;4;3;2;2;2;2;3;2;2;2;2;2;2;3;1;4;1;4;2;4;3;2;4;3;3
446;2;4;2;4;3;2;2;3;2;3;3;2;3;3;3;4;3;3;3;4;3;2;3;4;3;4;3;4;4;4;4;4;2;4;4;3;4;4;1;4;3;4;3;3;4;4;3;4;3;2;3;2;3;2;4;2;3;3;1;3
447;2;4;4;4;4;1;4;2;2;4;2;3;3;4;4;3;4;3;4;4;4;3;4;4;1;2;1;2;2;3;4;3;3;3;2;2;3;4;3;3;2;4;1;1;4;4;1;2;4;2;3;3;4;3;4;4;4;3;1;4
448;3;2;2;3;3;3;3;3;3;4;3;2;3;3;4;3;4;3;3;3;4;3;4;3;2;3;2;2;3;3;4;3;2;3;3;3;3;3;3;3;3;3;2;3;2;2;2;2;3;3;3;3;3;3;3;3;4;3;2;3
449;4;3;3;3;4;3;3;3;4;4;3;2;3;4;3;4;3;4;3;4;4;2;4;3;4;4;3;3;4;4;4;4;3;4;3;3;3;3;2;3;4;3;3;3;3;4;3;4;4;3;3;3;4;4;3;4;3;4;3;3
450;3;3;2;4;4;4;2;4;4;4;2;3;4;2;2;4;4;4;1;3;4;3;3;4;2;3;4;4;4;4;4;4;3;3;4;3;3;4;2;3;3;4;3;4;3;3;2;3;2;2;3;2;3;4;2;3;4;2;4;4
451;4;4;3;4;4;2;3;2;4;4;3;4;3;4;2;4;3;4;4;4;3;4;4;4;2;3;4;2;3;4;4;4;3;3;3;3;4;2;3;4;3;3;2;3;3;4;2;2;3;2;3;4;4;3;4;4;3;3;3;4
452;3;3;3;4;3;4;3;3;3;4;3;3;3;4;3;4;3;4;3;3;3;4;3;4;2;3;1;3;3;3;4;3;2;2;3;3;3;3;4;3;2;3;3;3;3;4;3;3;3;4;3;4;3;3;3;3;4;3;3;3
453;4;4;4;4;4;3;4;4;4;4;4;3;2;3;4;4;3;4;4;2;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;3;4;4;3;4;4;4;4;4;3;4;4;4;3;4;4;2;4;4;2
454;4;4;2;4;4;3;3;4;4;4;3;2;4;4;3;4;4;2;3;4;4;3;4;4;2;3;3;3;2;3;3;4;3;3;3;1;3;4;3;3;3;4;2;3;4;4;2;4;3;4;3;3;4;4;3;4;4;3;2;4
455;4;3;3;3;3;2;3;4;3;4;3;3;3;3;4;3;4;3;3;3;4;3;4;3;4;4;4;3;3;3;4;3;3;3;3;4;3;3;2;3;2;3;2;4;2;2;2;4;3;3;4;1;3;4;2;3;3;2;3;2
456;4;3;2;3;4;4;2;4;3;3;2;2;3;1;2;3;4;3;3;3;4;2;3;2;4;4;4;4;3;4;4;4;3;3;4;3;3;2;4;3;4;3;3;4;3;3;3;4;4;3;4;3;3;3;3;3;4;4;3;3
457;4;4;3;4;4;2;3;3;3;4;3;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;2;3;4;4;3;4;3;4;4;3;4;4;2;3;3;2;4;3;4;3;4;4;3;2;3;3
458;3;3;3;3;3;2;3;2;2;3;3;3;2;3;2;3;3;2;2;3;3;2;3;3;2;2;2;3;2;2;4;3;2;3;2;2;2;3;3;3;2;3;2;2;3;2;2;2;2;2;2;2;2;3;3;3;2;2;3;2
459;4;4;1;4;4;1;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;2;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4
460;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;3;4;3;3;3;3;3;3;3;4;3;4;3;3;3;4;2;2;2;2;3;3;3;3;2;2;3;3
461;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;3;3;3;2;3
462;4;3;3;4;4;3;3;3;2;4;4;1;4;4;2;4;4;4;3;2;4;4;4;4;4;3;3;3;3;4;4;4;3;4;4;2;4;4;2;3;2;3;2;4;4;3;3;4;3;4;4;3;3;3;2;3;4;3;3;4
463;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;4;2;3;3;3;3;3;3;3;3;4;3;3;3;3;3;2;2;2;3;3;3;2;3;3;2;2;2;3;3;3;2;3;3;2;3;3;3;3;3
464;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;4;4;4;3;3;3;3;4;4;4;4;3;3;3;3;3;2;3;3;3;4;3;4;3;3;2;2;4;2;4;3;3;2;3;4;4;4;3;3
465;2;4;1;4;4;2;3;4;2;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;2;4
466;2;3;2;3;4;2;3;3;3;4;3;2;4;3;3;4;4;4;2;3;4;3;4;4;3;4;3;2;4;4;4;4;3;3;3;2;3;3;2;3;2;3;2;2;2;3;1;3;2;2;3;3;3;3;3;3;2;2;1;3
467;3;3;4;1;3;2;4;4;3;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;2;3;2;3;2;3;2;3;3;2;3;3;3;3;3;3;2;2;3;3
468;4;4;3;4;4;4;4;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;2;4;4;4;3;3;3;3;3;3;3;3;3;4;2;3;3;3;2;3;2;2;3;3;3;2;3;3;4;1;2;4
469;3;3;3;4;4;3;2;3;2;4;3;3;2;3;4;4;3;3;3;3;3;4;3;4;4;4;3;4;4;4;4;4;4;4;3;4;3;3;3;3;1;3;2;2;3;3;2;2;3;3;4;2;3;3;3;3;4;3;2;3
470;3;2;2;3;3;3;2;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;2;3;2;3;2;3;3;3;3;2;3;1;3;2;2;3;3;3;4;2;3;4
471;3;4;1;4;3;2;2;3;3;4;3;2;3;4;4;4;4;4;4;4;3;4;4;3;3;4;3;4;4;3;4;4;3;3;3;4;4;2;3;4;3;4;3;4;4;4;3;4;4;3;3;4;4;3;4;4;3;2;3;4
472;3;4;3;3;4;2;3;3;4;4;3;2;4;3;4;4;4;4;4;3;4;1;4;3;2;4;2;3;2;2;4;4;2;1;3;2;4;3;2;3;2;3;1;2;2;3;2;3;4;4;4;3;4;1;2;2;4;3;3;3
473;3;3;2;4;3;3;3;2;3;4;3;3;3;2;3;4;3;3;3;4;3;3;4;3;2;3;3;3;3;3;4;4;3;3;3;3;3;3;2;3;2;3;2;3;3;3;3;3;4;3;4;3;3;4;2;3;3;3;3;3
474;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;2;3;4;3;3;3;3;4;4;2;3;2;4;3;3;4;4;3;2;3;3;4;3;2;3;3;4;2;2;2;3;2;2;2;1;2;2;2;3;2;2;2;2;2;3
475;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;4;4;3;4;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3
476;4;3;3;4;4;1;4;4;3;4;3;4;4;4;3;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;4;4;3;3;3;3;3;2;4;3;2;2;3;3;4;4;3;4;4;4;3;4;4;4;3;3;4
477;4;4;4;3;4;2;4;4;3;4;3;3;4;3;3;3;3;3;3;3;4;3;4;3;2;3;2;3;2;3;3;4;2;2;3;2;3;3;2;4;2;3;2;2;3;3;2;3;3;1;2;3;3;2;4;3;1;1;3;3
478;4;4;3;4;4;1;3;2;2;4;4;4;4;1;1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;4;4;2;3;4;4;4;4;4;1;3;1;4;1;4;3;1;3;3;1
479;4;3;2;3;4;3;3;4;4;3;3;2;4;3;4;4;4;2;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;3;4;3;3;4;3;3;3;4;3;4;3;4;2;3;4;4;3;3;4
480;1;3;3;3;4;3;2;2;3;4;3;3;3;2;3;4;3;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;2;2;3;2;3;2;3;2;3;4;1;1;2;1;1;2;3;1;4;1;4;1;4;3;3;2;2;3
481;4;3;3;3;3;3;3;4;3;4;3;2;4;4;3;3;4;3;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;3;3;2;2;2;2;3;2;3;2;3;3;4;2;3;3
482;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;2;2;3;3;2;2;2;2;3;2;2;3;2;2;3;3;3;3
483;3;4;2;4;3;2;4;4;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;4;3;3;3;3;4;3;3;3;2;3;3;3;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;4
484;3;4;2;4;4;1;3;3;3;4;3;3;4;4;3;4;4;3;3;4;4;4;4;3;2;2;2;3;3;3;4;3;2;2;3;3;4;4;3;4;3;4;4;3;4;4;2;4;2;3;3;3;3;2;3;3;3;2;3;3
485;3;3;3;3;4;3;3;4;2;4;3;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;3;3;3;2;2;3;2;1;3;3;2;3;1;3;2;3;3;3;3;3;2
486;3;3;3;3;4;2;3;3;3;4;3;3;3;3;3;3;3;4;2;2;2;3;4;3;2;2;2;3;2;2;4;2;2;2;3;3;3;3;2;3;2;3;3;3;4;3;2;3;3;2;4;2;2;3;2;2;3;2;3;2
487;4;4;2;4;4;3;4;4;2;3;1;1;3;3;4;4;4;3;2;2;3;1;4;3;2;4;4;4;3;3;4;4;3;4;2;2;4;2;4;3;2;3;4;4;2;4;3;2;3;4;4;4;3;4;3;2;4;3;4;4
488;4;3;3;3;4;4;2;4;3;4;3;2;4;4;3;4;4;4;3;3;4;4;4;4;3;3;4;3;4;4;4;4;4;3;3;4;4;3;3;3;4;4;2;3;3;3;3;3;4;3;4;3;4;3;3;4;4;2;3;3
489;4;3;2;4;4;2;3;2;3;4;3;3;4;3;3;4;4;4;4;3;4;3;4;4;2;4;2;4;4;3;4;4;3;3;3;4;4;3;2;4;2;4;3;2;4;3;3;4;3;2;4;3;4;2;4;4;4;2;3;4
490;3;3;2;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;2;3;2;3;3;3;2;3;3
491;3;3;2;2;4;2;2;4;3;4;3;2;3;4;4;4;4;4;2;4;3;3;2;4;3;3;1;3;4;3;4;4;3;2;2;2;4;3;3;3;1;4;2;1;4;4;3;1;4;4;4;4;4;4;4;4;4;2;3;4
492;2;3;3;3;3;2;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;3;2;2;2;3;3;2;3;2;3;2;2;3;3;2;2;3;2;2;3;3;2;3;3;3;2;2;3
493;4;4;2;4;4;3;4;3;3;4;3;4;4;4;3;2;4;4;4;4;4;3;4;4;2;1;3;4;1;4;4;4;1;4;4;4;3;4;4;4;3;4;3;4;3;4;3;4;2;4;2;3;4;2;3;4;4;1;3;4
494;2;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3;2;3;3;3;2;3;3;3;2;3;3;3;3;2;3;3;2;3;3;2;3;3;2;2;2;3;2;3;3;2;2;2;2;2;3;3;2;2;3;3;1;1;2;2
495;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;3;2;2;3;3;3;3;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;3;2;3;2;2;3;2;2;3
496;3;3;4;4;3;4;4;4;3;3;4;3;3;4;3;3;3;4;3;3;4;3;4;3;3;3;4;3;3;3;4;4;4;4;2;4;2;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;2;2;2;3;3;2
497;2;4;4;4;4;3;4;4;2;2;2;2;4;3;1;3;2;4;4;3;3;4;4;3;1;1;1;1;1;1;2;1;3;1;2;1;2;4;2;4;1;2;1;1;2;2;1;1;3;3;4;3;2;1;3;2;2;1;3;4
498;4;4;3;4;3;2;3;2;4;4;3;3;3;3;3;4;3;4;3;4;3;4;4;2;3;3;3;3;4;2;3;3;2;3;2;2;4;3;2;3;2;4;3;4;3;4;4;4;3;4;2;4;3;3;3;3;4;1;3;4
499;4;3;3;3;4;4;4;4;4;3;2;1;3;3;2;4;3;4;3;4;4;2;3;4;3;4;3;3;4;4;4;4;3;3;4;3;4;3;3;3;2;3;2;2;4;3;3;3;2;1;3;2;2;1;4;2;4;2;3;2
500;4;2;1;4;2;3;2;1;2;4;2;4;4;4;4;1;4;4;3;4;4;2;3;4;4;4;2;4;4;4;4;4;4;2;4;4;3;2;1;4;4;4;4;1;3;2;4;4;4;1;4;1;2;4;4;3;4;3;4;4
501;3;3;3;3;4;4;2;3;3;4;3;2;4;4;3;4;3;4;3;3;4;3;3;4;2;2;2;3;4;3;4;3;3;3;3;3;4;3;3;4;2;3;2;3;4;2;3;2;3;1;2;2;3;2;2;2;2;2;4;3
502;4;4;2;4;4;2;3;3;3;4;2;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;4;4;4;3;3;4;4;4;3;2;3;3;4;3;4;3;3;3;2;3;3;3;2;4;3;3;4;4;2;3;4
503;4;4;2;3;4;3;3;4;4;4;3;2;2;3;3;4;3;3;3;3;3;2;4;3;4;3;4;2;4;4;4;4;3;4;4;2;3;3;2;3;1;4;3;3;2;4;4;4;4;3;4;2;3;4;3;2;2;1;3;3
504;3;2;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;4;2;2;4;3;4;4;3;3;2;3;4;2;2;3;2;3;3;2;3;2;2;3;3;2;3;2;3;3;3;3;3;2;2;2
505;4;3;2;4;4;3;3;3;3;4;3;3;3;4;3;3;4;4;3;4;4;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;4;3;4;4;3;3;3;3;4;3;3;3;3;3;2;3
506;3;2;1;3;3;3;2;3;4;3;3;3;3;2;2;4;2;2;3;2;3;3;3;3;2;3;2;3;3;3;4;3;4;2;3;3;1;2;3;3;2;2;2;2;2;2;2;3;4;1;3;1;2;3;2;3;2;2;3;2
507;4;2;2;3;3;2;2;4;4;4;2;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;2;3;3;3;4;3;4;3;4;4;3;3;2;3;1;2;2;2;3;3;2;3;3;2;3;3;3;3;2;3;3;2;3;3
508;4;4;2;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;2;4;4;4;2;4;4;4;3;3;4
509;3;3;3;3;4;2;3;3;3;3;3;3;3;3;4;3;4;3;3;3;4;2;3;3;3;3;3;3;3;3;4;3;2;3;2;3;3;3;4;4;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;3;3;3;3;4
510;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3
511;2;4;2;4;4;2;3;3;3;3;3;3;3;3;3;4;3;3;2;3;4;2;4;3;2;3;2;3;3;3;3;4;3;2;2;3;2;3;2;3;2;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;4;2;3;3
